DATE,BY PRODUCT,PROVINCE,DISTRICT ID,DISTRICT,STATION ID,STATION,MINIMUM,MAXIMUM,Predicted_MINIMUM,Predicted_MAXIMUM
2023-03-06,Wheat,Sindh,45,Khairpur,292,Khairpur,2103,2131,2088.0,2115.0
2023-03-06,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,2142.0,2173.0
2023-03-06,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2203.0,2232.0
2023-03-06,Wheat,Sindh,45,Khairpur,513,Ranipur,2103,2131,2096.0,2124.0
2023-03-07,Wheat,Sindh,72,Mirpur Khas,249,Jhuddo,2103,2131,2072.0,2104.0
2023-03-07,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2103,2131,2133.0,2170.0
2023-03-07,Wheat,Sindh,24,Ghotki,184,Ghotki,2103,2131,2206.0,2235.0
2023-03-07,Wheat,Sindh,45,Khairpur,292,Khairpur,2103,2131,2083.0,2111.0
2023-03-07,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2204.0,2233.0
2023-03-07,Wheat,Sindh,72,Mirpur Khas,535,Samaro,2103,2131,2166.0,2189.0
2023-03-07,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2140.0,2163.0
2023-03-07,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2268.0,2308.0
2023-03-07,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2209.0,2238.0
2023-03-07,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2325.0,2345.0
2023-03-07,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2081.0,2114.0
2023-03-07,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2289.0,2317.0
2023-03-07,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2214.0,2234.0
2023-03-07,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2317.0,2333.0
2023-03-07,Wheat,Sindh,45,Khairpur,513,Ranipur,2103,2131,2094.0,2123.0
2023-03-07,Wheat,Sindh,96,Sanghar,540,Sanghar,2103,2131,2184.0,2205.0
2023-03-07,Wheat,Sindh,105,Sukkur,591,Sukkur,2103,2131,2282.0,2310.0
2023-03-07,Wheat,Sindh,80,Nawabshah,124,Daur,2103,2131,2080.0,2109.0
2023-03-07,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2210.0,2235.0
2023-03-07,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2129.0,2153.0
2023-03-07,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2125.0,2150.0
2023-03-07,Wheat,Sindh,4,Badin,607,Tando Bagho,2103,2131,2120.0,2146.0
2023-03-07,Wheat,Sindh,105,Sukkur,418,Moro,2103,2131,2098.0,2126.0
2023-03-07,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2103,2131,2083.0,2115.0
2023-03-07,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,2082.0,2117.0
2023-03-07,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,2113.0,2149.0
2023-03-07,Wheat,Sindh,4,Badin,26,Badin,2103,2131,2154.0,2167.0
2023-03-07,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2332.0,2348.0
2023-03-07,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,2148.0,2177.0
2023-03-07,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2331.0,2328.0
2023-03-08,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2103,2131,2085.0,2117.0
2023-03-08,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2210.0,2238.0
2023-03-08,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2214.0,2234.0
2023-03-08,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2084.0,2117.0
2023-03-08,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2135.0,2161.0
2023-03-08,Wheat,Sindh,96,Sanghar,561,Shahdadpur,2103,2131,2160.0,2194.0
2023-03-08,Wheat,Sindh,24,Ghotki,184,Ghotki,2103,2131,2208.0,2238.0
2023-03-08,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2331.0,2349.0
2023-03-08,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2264.0,2307.0
2023-03-08,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2206.0,2230.0
2023-03-08,Wheat,Sindh,4,Badin,607,Tando Bagho,2103,2131,2127.0,2152.0
2023-03-08,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2103,2131,2141.0,2177.0
2023-03-08,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,2155.0,2182.0
2023-03-08,Wheat,Sindh,80,Nawabshah,39,Bandhi,2103,2131,2106.0,2134.0
2023-03-08,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,2121.0,2156.0
2023-03-08,Wheat,Sindh,4,Badin,26,Badin,2103,2131,2162.0,2177.0
2023-03-08,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2153.0,2178.0
2023-03-08,Wheat,Sindh,96,Sanghar,605,Tando Adam,2103,2131,2186.0,2217.0
2023-03-08,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2103,2131,2261.0,2292.0
2023-03-08,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,2087.0,2120.0
2023-03-08,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2204.0,2234.0
2023-03-08,Wheat,Sindh,72,Mirpur Khas,535,Samaro,2103,2131,2177.0,2200.0
2023-03-08,Wheat,Sindh,105,Sukkur,591,Sukkur,2103,2131,2283.0,2311.0
2023-03-08,Wheat,Sindh,105,Sukkur,418,Moro,2103,2131,2097.0,2125.0
2023-03-09,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2202.0,2226.0
2023-03-09,Wheat,Sindh,24,Ghotki,108,Daharki,2103,2131,2091.0,2117.0
2023-03-09,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2103,2131,2258.0,2288.0
2023-03-09,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,2162.0,2187.0
2023-03-09,Wheat,Sindh,45,Khairpur,292,Khairpur,2103,2131,2080.0,2108.0
2023-03-09,Wheat,Sindh,24,Ghotki,184,Ghotki,2103,2131,2211.0,2240.0
2023-03-09,Wheat,Sindh,72,Mirpur Khas,249,Jhuddo,2103,2131,2089.0,2118.0
2023-03-09,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2132.0,2156.0
2023-03-09,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2259.0,2305.0
2023-03-09,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2319.0,2337.0
2023-03-09,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2205.0,2234.0
2023-03-09,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2141.0,2169.0
2023-03-09,Wheat,Sindh,72,Mirpur Khas,535,Samaro,2103,2131,2188.0,2211.0
2023-03-09,Wheat,Sindh,96,Sanghar,540,Sanghar,2103,2131,2176.0,2203.0
2023-03-09,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2213.0,2233.0
2023-03-09,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2086.0,2119.0
2023-03-09,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2209.0,2238.0
2023-03-09,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2151.0,2176.0
2023-03-09,Wheat,Punjab,5,Bahawalnagar,60,Bahawalnagar,2103,2131,2150.0,2175.0
2023-03-09,Wheat,Sindh,4,Badin,607,Tando Bagho,2103,2131,2138.0,2161.0
2023-03-09,Wheat,Sindh,80,Nawabshah,124,Daur,2103,2131,2087.0,2113.0
2023-03-09,Wheat,Sindh,4,Badin,26,Badin,2103,2131,2171.0,2189.0
2023-03-09,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,2129.0,2163.0
2023-03-09,Wheat,Sindh,80,Nawabshah,39,Bandhi,2103,2131,2110.0,2138.0
2023-03-09,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,2094.0,2125.0
2023-03-09,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2103,2131,2090.0,2121.0
2023-03-09,Wheat,Sindh,96,Sanghar,605,Tando Adam,2103,2131,2194.0,2224.0
2023-03-10,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2253.0,2302.0
2023-03-10,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2324.0,2347.0
2023-03-10,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2309.0,2330.0
2023-03-10,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2319.0,2338.0
2023-03-10,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2103,2131,2157.0,2191.0
2023-03-10,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2375.0,2404.0
2023-03-10,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2287.0,2315.0
2023-03-10,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2210.0,2231.0
2023-03-10,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2148.0,2174.0
2023-03-10,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2134.0,2158.0
2023-03-10,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2153.0,2178.0
2023-03-10,Wheat,Sindh,96,Sanghar,540,Sanghar,2103,2131,2173.0,2203.0
2023-03-10,Wheat,Sindh,105,Sukkur,591,Sukkur,2103,2131,2286.0,2313.0
2023-03-10,Wheat,Sindh,80,Nawabshah,124,Daur,2103,2131,2093.0,2119.0
2023-03-10,Wheat,Sindh,4,Badin,26,Badin,2103,2131,2182.0,2202.0
2023-03-10,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,2138.0,2169.0
2023-03-10,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2198.0,2222.0
2023-03-10,Wheat,Sindh,105,Sukkur,418,Moro,2103,2131,2096.0,2123.0
2023-03-10,Wheat,Sindh,80,Nawabshah,39,Bandhi,2103,2131,2115.0,2142.0
2023-03-10,Wheat,Sindh,96,Sanghar,605,Tando Adam,2103,2131,2203.0,2231.0
2023-03-10,Wheat,Sindh,96,Sanghar,561,Shahdadpur,2103,2131,2184.0,2215.0
2023-03-10,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2103,2131,2097.0,2126.0
2023-03-10,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2206.0,2235.0
2023-03-10,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,2170.0,2193.0
2023-03-10,Wheat,Sindh,72,Mirpur Khas,249,Jhuddo,2103,2131,2095.0,2124.0
2023-03-10,Wheat,Sindh,24,Ghotki,184,Ghotki,2103,2131,2213.0,2242.0
2023-03-10,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2315.0,2320.0
2023-03-10,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2103,2131,2254.0,2284.0
2023-03-11,Wheat,Sindh,4,Badin,607,Tando Bagho,2103,2131,2167.0,2186.0
2023-03-11,Wheat,Sindh,24,Ghotki,108,Daharki,2103,2131,2099.0,2123.0
2023-03-11,Wheat,Sindh,72,Mirpur Khas,535,Samaro,2103,2131,2207.0,2232.0
2023-03-11,Wheat,Sindh,72,Mirpur Khas,249,Jhuddo,2103,2131,2101.0,2129.0
2023-03-11,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,2177.0,2199.0
2023-03-11,Wheat,Sindh,45,Khairpur,292,Khairpur,2103,2131,2085.0,2112.0
2023-03-11,Wheat,Sindh,24,Ghotki,184,Ghotki,2103,2131,2216.0,2244.0
2023-03-11,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2103,2131,2165.0,2199.0
2023-03-11,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2319.0,2344.0
2023-03-11,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2103,2131,2249.0,2280.0
2023-03-11,Wheat,Sindh,96,Sanghar,561,Shahdadpur,2103,2131,2196.0,2225.0
2023-03-11,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2103,2131,2105.0,2132.0
2023-03-11,Wheat,Sindh,105,Sukkur,418,Moro,2103,2131,2096.0,2123.0
2023-03-11,Wheat,Sindh,105,Sukkur,591,Sukkur,2103,2131,2288.0,2314.0
2023-03-11,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2318.0,2338.0
2023-03-11,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2370.0,2399.0
2023-03-11,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2307.0,2315.0
2023-03-11,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2195.0,2219.0
2023-03-11,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2147.0,2179.0
2023-03-11,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2301.0,2322.0
2023-03-11,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2088.0,2120.0
2023-03-11,Wheat,Sindh,96,Sanghar,605,Tando Adam,2103,2131,2211.0,2238.0
2023-03-11,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2285.0,2312.0
2023-03-11,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2205.0,2234.0
2023-03-11,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2145.0,2170.0
2023-03-11,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2154.0,2181.0
2023-03-11,Wheat,Sindh,96,Sanghar,540,Sanghar,2103,2131,2172.0,2205.0
2023-03-11,Wheat,Sindh,80,Nawabshah,124,Daur,2103,2131,2102.0,2126.0
2023-03-11,Wheat,Sindh,4,Badin,26,Badin,2103,2131,2192.0,2216.0
2023-03-11,Wheat,Sindh,80,Nawabshah,39,Bandhi,2103,2131,2121.0,2148.0
2023-03-11,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,2110.0,2138.0
2023-03-11,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2206.0,2227.0
2023-03-13,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2151.0,2181.0
2023-03-13,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2136.0,2162.0
2023-03-13,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2198.0,2228.0
2023-03-13,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2195.0,2217.0
2023-03-13,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2087.0,2119.0
2023-03-13,Wheat,Sindh,24,Ghotki,184,Ghotki,2103,2131,2220.0,2249.0
2023-03-13,Wheat,Sindh,72,Mirpur Khas,249,Jhuddo,2103,2131,2106.0,2135.0
2023-03-13,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2277.0,2304.0
2023-03-13,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2303.0,2334.0
2023-03-13,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2284.0,2301.0
2023-03-13,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2312.0,2336.0
2023-03-13,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2133.0,2158.0
2023-03-13,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2189.0,2213.0
2023-03-13,Wheat,Punjab,62,Lodhran,151,Dunyapur,2103,2131,,
2023-03-13,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2351.0,2383.0
2023-03-13,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2103,2131,2180.0,2212.0
2023-03-13,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2103,2131,2124.0,2146.0
2023-03-13,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,2129.0,2153.0
2023-03-13,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,2161.0,2188.0
2023-03-13,Wheat,Sindh,4,Badin,26,Badin,2103,2131,2214.0,2244.0
2023-03-13,Wheat,Sindh,80,Nawabshah,124,Daur,2103,2131,2122.0,2145.0
2023-03-13,Wheat,Sindh,105,Sukkur,591,Sukkur,2103,2131,2288.0,2314.0
2023-03-13,Wheat,Sindh,96,Sanghar,605,Tando Adam,2103,2131,2229.0,2253.0
2023-03-13,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2147.0,2184.0
2023-03-13,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2103,2131,2240.0,2270.0
2023-03-13,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,2192.0,2212.0
2023-03-13,Wheat,Sindh,45,Khairpur,292,Khairpur,2103,2131,2096.0,2123.0
2023-03-14,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2338.0,2372.0
2023-03-14,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2131.0,2155.0
2023-03-14,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2270.0,2292.0
2023-03-14,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2131.0,2157.0
2023-03-14,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2144.0,2184.0
2023-03-14,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2272.0,2299.0
2023-03-14,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2188.0,2209.0
2023-03-15,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2143.0,2176.0
2023-03-15,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2266.0,2292.0
2023-03-15,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2141.0,2183.0
2023-03-15,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2126.0,2152.0
2023-03-15,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2255.0,2282.0
2023-03-15,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2280.0,2318.0
2023-03-15,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2254.0,2281.0
2023-03-15,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2202.0,2265.0
2023-03-15,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2179.0,2201.0
2023-03-15,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2184.0,2209.0
2023-03-16,Wheat,Sindh,32,Hyderabad,606,Tando Allahyar,2103,2131,2103.0,2131.0
2023-03-16,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2181.0,2214.0
2023-03-16,Wheat,Punjab,61,Layyah,356,Layyah,2103,2131,2162.0,2190.0
2023-03-16,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2137.0,2172.0
2023-03-16,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2103,2131,2111.0,2116.0
2023-03-16,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2082.0,2114.0
2023-03-16,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2203.0,2230.0
2023-03-16,Wheat,Sindh,72,Mirpur Khas,249,Jhuddo,2103,2131,2102.0,2135.0
2023-03-16,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2121.0,2146.0
2023-03-16,Wheat,Punjab,94,Rawalpindi,517,Rawalpindi,2103,2131,2099.0,2119.0
2023-03-16,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2136.0,2180.0
2023-03-16,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2238.0,2270.0
2023-03-16,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2260.0,2285.0
2023-03-16,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2182.0,2207.0
2023-03-16,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2122.0,2148.0
2023-03-16,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2308.0,2344.0
2023-03-16,Wheat,Punjab,21,Dera Ghazi Khan,129,Dera Ghazi Khan,2103,2131,2073.0,2095.0
2023-03-16,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2169.0,2192.0
2023-03-17,Wheat,Sindh,32,Hyderabad,606,Tando Allahyar,2103,2131,2103.0,2131.0
2023-03-17,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2290.0,2328.0
2023-03-17,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2080.0,2112.0
2023-03-17,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2174.0,2241.0
2023-03-17,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2252.0,2277.0
2023-03-17,Wheat,Sindh,96,Sanghar,540,Sanghar,2103,2131,2168.0,2224.0
2023-03-17,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2287.0,2318.0
2023-03-17,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2180.0,2206.0
2023-03-17,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2251.0,2296.0
2023-03-17,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,2183.0,2205.0
2023-03-17,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,2164.0,2181.0
2023-03-17,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2103,2131,2204.0,2234.0
2023-03-17,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2116.0,2143.0
2023-03-17,Wheat,Sindh,72,Mirpur Khas,249,Jhuddo,2103,2131,2097.0,2132.0
2023-03-18,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2159.0,2228.0
2023-03-18,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2208.0,2241.0
2023-03-18,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2234.0,2283.0
2023-03-18,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2123.0,2172.0
2023-03-18,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2109.0,2134.0
2023-03-18,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2178.0,2205.0
2023-03-18,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2110.0,2138.0
2023-03-18,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2243.0,2269.0
2023-03-18,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2145.0,2170.0
2023-03-18,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2271.0,2310.0
2023-03-18,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2167.0,2201.0
2023-03-18,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2203.0,2245.0
2023-03-18,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2123.0,2161.0
2023-03-20,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2198.0,2253.0
2023-03-20,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2130.0,2200.0
2023-03-20,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2166.0,2218.0
2023-03-20,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2229.0,2272.0
2023-03-20,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2175.0,2205.0
2023-03-20,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2174.0,2213.0
2023-03-20,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2097.0,2121.0
2023-03-20,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2095.0,2125.0
2023-03-20,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2225.0,2250.0
2023-03-20,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2119.0,2145.0
2023-03-20,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2108.0,2160.0
2023-03-21,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2178.0,2237.0
2023-03-21,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2116.0,2186.0
2023-03-21,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2144.0,2181.0
2023-03-21,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2174.0,2206.0
2023-03-21,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2157.0,2198.0
2023-03-21,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2091.0,2115.0
2023-03-21,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2086.0,2118.0
2023-03-22,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2129.0,2190.0
2023-03-22,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2093.0,2147.0
2023-03-22,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2078.0,2111.0
2023-03-22,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2136.0,2174.0
2023-03-22,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2101.0,2171.0
2023-03-22,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2090.0,2118.0
2023-03-22,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2159.0,2221.0
2023-03-22,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2140.0,2184.0
2023-03-22,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2186.0,2232.0
2023-03-22,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2173.0,2207.0
2023-03-22,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2233.0,2271.0
2023-03-23,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2077.0,2106.0
2023-03-23,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2070.0,2105.0
2023-03-23,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2139.0,2204.0
2023-03-23,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2165.0,2211.0
2023-03-23,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2087.0,2157.0
2023-03-23,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2086.0,2140.0
