DATE,BY PRODUCT,PROVINCE,DISTRICT ID,DISTRICT,STATION ID,STATION,MINIMUM,MAXIMUM
06/06/2020,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,1690,1700
06/06/2020,Wheat,Sindh,41,,277,Karachi,1710,1710
06/06/2020,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,1680,1710
06/06/2020,Wheat,Punjab,6,Bahawalpur,31,Bahawalpur,1700,1720
06/06/2020,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1700,1720
06/06/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1700,1725
06/06/2020,Wheat,Punjab,,Bahawalnagar,30,Bahawalnagar,1730,1740
06/06/2020,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,1725,1740
06/06/2020,Wheat,Sindh,113,Umarkot,639,Umarkot,1530,1535
06/06/2020,Wheat,Punjab,,Bahawalnagar,30,Bahawalnagar,1730,1740
07/06/2020,Wheat,,24,Ghotki,184,Ghotki,1600,1610
07/06/2020,Wheat,Sindh,79,Naushro Feroze,399,Mehrabpur,1600,1610
07/06/2020,Wheat,Sindh,80,Nawabshah,440,Nawab Shah,,1610
07/06/2020,Wheat,Sindh,105,Sukkur,591,Sukkur,1600,1610
07/06/2020,Wheat,Sindh,4,Badin,,Badin,1600,
07/06/2020,Wheat,Sindh,,,104,Chuhar Jamali,1600,1615
07/06/2020,,,113,Umarkot,,Kunri,1600,1615
07/06/2020,Wheat,Sindh,110,Tharparkar,437,Naukot,1600,1615
07/06/2020,Wheat,Sindh,4,,607,Tando Bagho,1600,1615
07/06/2020,Wheat,Sindh,,Sanghar,540,Sanghar,1600,1620
07/06/2020,Wheat,Sindh,96,Sanghar,,Shahdadpur,1600,1620
07/06/2020,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,,1620
07/06/2020,Wheat,Sindh,32,Hyderabad,217,Hyderabad,1740,1740
07/06/2020,Wheat,Sindh,36,Jamshoro,338,Kotri,1740,1750
07/06/2020,Wheat,Sindh,41,Karachi,277,Karachi,1760,1760
07/06/2020,Wheat,Punjab,,Vehari,74,Burewala,1775,1780
07/06/2020,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,1780,1800
07/06/2020,Wheat,Punjab,46,Khanewal,401,Mian Channu,1775,1800
07/06/2020,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,1790,
07/06/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1780,1804
07/06/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,1800,1810
07/06/2020,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,1805,1810
07/06/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1800,1815
07/06/2020,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,,1823
07/06/2020,Wheat,Punjab,6,Bahawalpur,,Bahawalpur,1810,1825
07/06/2020,Wheat,Punjab,62,Lodhran,361,Lodhran,1800,1825
07/06/2020,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1820,1830
07/06/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1840,1850
07/06/2020,Wheat,Punjab,5,Bahawalnagar,165,Fortabbas,1825,1850
07/06/2020,Wheat,Punjab,5,Bahawalnagar,,Haroonabad,1850,1900
07/06/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1840,1850
07/06/2020,Wheat,Punjab,,Vehari,74,Burewala,1775,1780
07/06/2020,Wheat,Sindh,96,Sanghar,,Shahdadpur,1600,1620
10/06/2020,,Sindh,,Hyderabad,217,Hyderabad,2040,2060
10/06/2020,Wheat,Sindh,41,,277,Karachi,2060,2080
10/06/2020,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2150,
10/06/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2140,2180
10/06/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2150,2200
10/06/2020,,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2175,2225
10/06/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2200,
10/06/2020,Wheat,Punjab,5,Bahawalnagar,,Faqirwali,2250,2275
10/06/2020,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2250,2348
03/07/2020,Wheat,Punjab,39,Jhelum,247,Jhelum,1374.8,
03/07/2020,Wheat,Sindh,32,Hyderabad,217,Hyderabad,1480,1480
03/07/2020,Wheat,Punjab,33,Islamabad,220,Islamabad,1475,1500
03/07/2020,Wheat,Punjab,11,Bhakkar,56,Bhakkar,1480,1520
03/07/2020,Wheat,Punjab,25,Gujranwala,191,Gujranwala,1540,1560
03/07/2020,Wheat,Punjab,66,Mandi Bahauddin,379,Mandi Bahauddin,1520,1600
03/07/2020,Wheat,Punjab,21,Dera Ghazi Khan,129,Dera Ghazi Khan,1650,1700
03/07/2020,Wheat,Punjab,85,Okara,455,Okara,1700,
03/07/2020,Wheat,Punjab,11,Bhakkar,56,Bhakkar,1480,1520
04/07/2020,Wheat,,24,Ghotki,108,Daharki,1250,1275
04/07/2020,Wheat,Sindh,24,Ghotki,184,Ghotki,1250,1275
04/07/2020,Wheat,Sindh,45,Khairpur,292,Khairpur,1250,1275
04/07/2020,Wheat,Sindh,79,,399,Mehrabpur,1250,1275
04/07/2020,Wheat,Sindh,80,Nawabshah,,Nawab Shah,1250,1275
04/07/2020,Wheat,Sindh,105,Sukkur,591,Sukkur,1250,1275
04/07/2020,,Sindh,4,Badin,,Badin,1325,1350
04/07/2020,Wheat,Sindh,4,Badin,189,Golarchi Taluka,,1350
04/07/2020,Wheat,Sindh,113,Umarkot,344,,1325,
04/07/2020,,Sindh,72,Mirpur Khas,410,Mirpur Khas,1325,1350
04/07/2020,Wheat,Sindh,110,,437,Naukot,1325,1350
04/07/2020,Wheat,Sindh,,Sanghar,561,Shahdadpur,1325,1350
04/07/2020,Wheat,Sindh,96,Sanghar,,Tando Adam Khan,1325,1350
04/07/2020,Wheat,Sindh,,Umarkot,639,Umarkot,1325,
04/07/2020,,Punjab,5,Bahawalnagar,165,Fortabbas,,1400
04/07/2020,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,1300,1450
04/07/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1200,1500
04/07/2020,Wheat,Punjab,,Bahawalnagar,,Haroonabad,1550,1678
04/07/2020,Wheat,Punjab,,Bahawalpur,31,Bahawalpur,,1700
04/07/2020,Wheat,Sindh,,Sanghar,561,Shahdadpur,1325,1350
04/07/2020,Wheat,Punjab,,Bahawalpur,31,Bahawalpur,,1700
05/07/2020,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,1355,1360
05/07/2020,Wheat,Punjab,5,Bahawalnagar,,Chishtian,1360,1365
05/07/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1355,1365
05/07/2020,,,5,Bahawalnagar,165,Fortabbas,1340,1365
05/07/2020,Wheat,Punjab,6,,207,Hasilpur,1365,1370
05/07/2020,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1360,1380
05/07/2020,,Punjab,76,Muzaffargarh,13,Alipur,1350,1390
05/07/2020,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,1380,1390
05/07/2020,,,95,Sahiwal,91,Chichawatni,,1390
05/07/2020,Wheat,Punjab,61,Layyah,356,Layyah,1350,1390
05/07/2020,Wheat,Punjab,112,,,Toba Tek Singh,1380,1390
05/07/2020,Wheat,Punjab,92,Rahim Yar Khan,162,Fazil Pur,1385,1395
05/07/2020,Wheat,,76,,238,Jatoi,,1395
05/07/2020,Wheat,Punjab,93,Rajan Pur,511,Rajanpur,1385,1395
05/07/2020,,Punjab,21,Dera Ghazi Khan,,Taunsa sharif,,1395
05/07/2020,Wheat,Punjab,,Khanewal,,,,1400
05/07/2020,Wheat,Sindh,72,,410,Mirpur Khas,1400,1415
05/07/2020,Wheat,Sindh,,Umarkot,639,Umarkot,1400,1415
05/07/2020,Wheat,Punjab,,Vehari,74,Burewala,1380,1415
05/07/2020,Wheat,Punjab,92,Rahim Yar Khan,,Khanpur,1390,1415
05/07/2020,Wheat,Sindh,24,Ghotki,184,Ghotki,1400,1420
05/07/2020,Wheat,Sindh,45,Khairpur,292,Khairpur,1400,1420
05/07/2020,,Sindh,79,Naushro Feroze,399,Mehrabpur,1400,
05/07/2020,,Sindh,105,Sukkur,591,Sukkur,1400,1420
05/07/2020,Wheat,Punjab,95,Sahiwal,,Sahiwal,1390,1420
05/07/2020,Wheat,Sindh,4,Badin,26,Badin,1400,1425
05/07/2020,Wheat,Sindh,32,Hyderabad,,Chuhar Jamali,1400,1425
05/07/2020,Wheat,Sindh,4,Badin,189,Golarchi Taluka,1400,1425
05/07/2020,Wheat,Sindh,110,Tharparkar,,Naukot,1400,1425
05/07/2020,Wheat,Sindh,96,Sanghar,540,Sanghar,1400,1425
05/07/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1400,
05/07/2020,Wheat,Punjab,6,Bahawalpur,,Bahawalpur,1400,1440
05/07/2020,Wheat,Punjab,,Lodhran,361,Lodhran,1400,1440
05/07/2020,Wheat,Punjab,6,Bahawalpur,8,Ahmadpur East,1400,
05/07/2020,Wheat,Sindh,41,Karachi,277,Karachi,1660,1660
05/07/2020,Wheat,Punjab,6,,207,Hasilpur,1365,1370
05/07/2020,,,95,Sahiwal,91,Chichawatni,,1390
05/07/2020,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1360,1380
07/07/2020,Wheat,Sindh,24,Ghotki,184,Ghotki,1600,1610
07/07/2020,,Sindh,45,Khairpur,292,Khairpur,1600,1610
07/07/2020,Wheat,Sindh,79,,399,Mehrabpur,1600,1610
07/07/2020,Wheat,Sindh,80,Nawabshah,440,Nawab Shah,1600,1610
07/07/2020,Wheat,Sindh,105,Sukkur,591,Sukkur,1600,1610
07/07/2020,Wheat,Sindh,32,Hyderabad,104,,1600,1615
07/07/2020,Wheat,,4,Badin,189,Golarchi Taluka,1600,
07/07/2020,Wheat,,113,Umarkot,344,Kunri,1600,
07/07/2020,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,,1615
07/07/2020,Wheat,Sindh,,,437,Naukot,1600,1615
07/07/2020,,Sindh,,,607,,1600,1615
07/07/2020,Wheat,Sindh,113,Umarkot,639,Umarkot,1600,1615
07/07/2020,,Sindh,96,Sanghar,540,,1600,1620
07/07/2020,Wheat,Sindh,96,,561,Shahdadpur,,1620
07/07/2020,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,1600,1620
07/07/2020,Wheat,,32,Hyderabad,,Hyderabad,1740,1740
07/07/2020,Wheat,,41,,277,Karachi,,1760
07/07/2020,Wheat,Punjab,46,Khanewal,401,Mian Channu,1775,1800
07/07/2020,Wheat,,92,Rahim Yar Khan,508,Rahim Yar Khan,1805,1810
07/07/2020,Wheat,Punjab,115,Vehari,74,Burewala,,1825
07/07/2020,Wheat,Punjab,62,,361,,1800,1825
07/07/2020,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,1800,1825
07/07/2020,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,1825,1830
07/07/2020,Wheat,Punjab,,Rahim Yar Khan,299,Khanpur,,1830
07/07/2020,Wheat,Punjab,5,Bahawalnagar,165,Fortabbas,1820,
07/07/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1840,1850
07/07/2020,Wheat,Punjab,,Bahawalpur,,Yazman Mandi,1825,1850
07/07/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1880,1900
07/07/2020,Wheat,,5,,93,Chishtian,1910,1915
07/07/2020,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,1875,1950
07/07/2020,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,1900,1975
07/07/2020,Wheat,Punjab,46,Khanewal,401,Mian Channu,1775,1800
07/07/2020,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,1875,1950
07/07/2020,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,,1615
09/07/2020,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,1960,1980
09/07/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2050,2055
09/07/2020,,Punjab,92,,508,Rahim Yar Khan,2070,
09/07/2020,Wheat,Punjab,5,Bahawalnagar,,Chishtian,2080,2100
09/07/2020,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2070,2111
09/07/2020,,Punjab,5,Bahawalnagar,157,Faqirwali,2080,2125
09/07/2020,Wheat,Punjab,,Bahawalnagar,205,Haroonabad,2170,2200
09/07/2020,Wheat,Punjab,5,Bahawalnagar,,Chishtian,2080,2100
10/07/2020,Wheat,Punjab,95,,91,Chichawatni,2210,2220
10/07/2020,Wheat,Punjab,,Bahawalnagar,93,Chishtian,,2225
10/07/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2150,2228
10/07/2020,Wheat,Sindh,,Hyderabad,217,Hyderabad,2220,2240
10/07/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,,2250
10/07/2020,Wheat,Sindh,,Karachi,,Karachi,,2260
10/07/2020,Wheat,Punjab,92,Rahim Yar Khan,,Sadiqabad,2225,2270
10/07/2020,,Punjab,5,Bahawalnagar,157,Faqirwali,2250,
10/07/2020,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2250,2350
12/07/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1900,1920
12/07/2020,Wheat,Punjab,,Bahawalnagar,93,Chishtian,1930,1940
12/07/2020,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,1900,1950
12/07/2020,Wheat,Punjab,5,,205,,1900,1950
12/07/2020,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,1950,1960
12/07/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1900,1970
12/07/2020,Wheat,Sindh,32,Hyderabad,217,,2000,2000
12/07/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1950,2000
12/07/2020,Wheat,,5,Bahawalnagar,157,Faqirwali,1900,2000
12/07/2020,Wheat,Sindh,41,Karachi,,,2040,2040
12/07/2020,Wheat,Punjab,33,Islamabad,220,Islamabad,2100,2100
12/07/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1900,1970
04/08/2020,Wheat,Sindh,24,,184,Ghotki,1250,
04/08/2020,Wheat,Sindh,45,Khairpur,292,Khairpur,1250,1275
04/08/2020,Wheat,Sindh,79,Naushro Feroze,399,Mehrabpur,,1275
04/08/2020,Wheat,Sindh,,Nawabshah,440,Nawab Shah,1250,1275
04/08/2020,Wheat,Sindh,105,Sukkur,591,Sukkur,1250,1275
04/08/2020,Wheat,Sindh,4,Badin,26,Badin,1325,1350
04/08/2020,Wheat,Sindh,113,Umarkot,344,Kunri,1325,1350
04/08/2020,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,1325,1350
04/08/2020,Wheat,Sindh,110,Tharparkar,437,Naukot,1325,1350
04/08/2020,Wheat,Sindh,96,,540,Sanghar,,
04/08/2020,Wheat,Sindh,96,Sanghar,561,Shahdadpur,1325,1350
04/08/2020,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,1325,1350
04/08/2020,,Sindh,4,Badin,607,Tando Bagho,1325,1350
04/08/2020,Wheat,Sindh,113,Umarkot,,Umarkot,1325,1350
04/08/2020,Wheat,Punjab,5,Bahawalnagar,165,Fortabbas,1400,1400
04/08/2020,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,1300,1450
04/08/2020,Wheat,Punjab,,Bahawalnagar,150,Dunga Bunga,1350,1600
04/08/2020,Wheat,Punjab,5,Bahawalnagar,205,,1550,1678
04/08/2020,Wheat,Punjab,6,Bahawalpur,31,Bahawalpur,,1700
04/08/2020,Wheat,Sindh,113,Umarkot,,Umarkot,1325,1350
04/08/2020,Wheat,Sindh,96,,540,Sanghar,,
04/08/2020,Wheat,Punjab,6,Bahawalpur,31,Bahawalpur,,1700
04/08/2020,Wheat,Sindh,4,Badin,26,Badin,1325,1350
05/08/2020,Wheat,,5,Bahawalnagar,205,Haroonabad,1355,1360
05/08/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,1360,
05/08/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1355,1365
05/08/2020,Wheat,Punjab,5,Bahawalnagar,165,Fortabbas,,1365
05/08/2020,Wheat,Punjab,,Bahawalpur,207,,1365,1370
05/08/2020,Wheat,,5,Bahawalnagar,388,Marot,1365,1370
05/08/2020,Wheat,Punjab,6,Bahawalpur,654,,1360,1380
05/08/2020,Wheat,,76,Muzaffargarh,13,,1350,1390
05/08/2020,Wheat,,5,Bahawalnagar,30,Bahawalnagar,1380,1390
05/08/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1380,
05/08/2020,Wheat,Punjab,61,Layyah,356,Layyah,1350,1390
05/08/2020,Wheat,,112,Toba Tek Singh,630,Toba Tek Singh,1380,1390
05/08/2020,Wheat,Punjab,92,Rahim Yar Khan,162,Fazil Pur,1385,1395
05/08/2020,Wheat,Punjab,76,Muzaffargarh,238,Jatoi,1385,1395
05/08/2020,nheat,Punjab,93,Rajan Pur,511,Rajanpur,1385,1395
05/08/2020,Wheat,Punjab,21,Dera Ghazi Khan,618,Taunsa sharif,1385,1395
05/08/2020,Wheat,Sindh,113,Umarkot,344,Kunri,1400,1415
05/08/2020,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,1400,1415
05/08/2020,Wheat,Sindh,113,Umarkot,639,Umarkot,1400,1415
05/08/2020,,Punjab,115,Vehari,74,Burewala,1380,1415
05/08/2020,,Punjab,92,Rahim Yar Khan,299,,1390,1415
05/08/2020,Wheat,Sindh,24,Ghotki,184,,1400,
05/08/2020,Wheat,Sindh,79,Naushro Feroze,399,Mehrabpur,1400,1420
05/08/2020,Wheat,Sindh,80,Nawabshah,,Nawab Shah,,1420
05/08/2020,Wheat,Sindh,105,Sukkur,591,,1400,1420
05/08/2020,Wheat,Punjab,95,Sahiwal,530,Sahiwal,1390,
05/08/2020,Wheat,Sindh,4,Badin,26,Badin,1400,
05/08/2020,Wheat,Sindh,32,Hyderabad,104,Chuhar Jamali,,1425
05/08/2020,,,4,Badin,189,Golarchi Taluka,1400,1425
05/08/2020,Wheat,Sindh,110,Tharparkar,437,Naukot,1400,1425
05/08/2020,Wheat,Sindh,96,Sanghar,540,,1400,1425
05/08/2020,Wheat,Sindh,96,Sanghar,561,Shahdadpur,1400,1425
05/08/2020,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,1400,1425
05/08/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1400,1435
05/08/2020,Wheat,,6,Bahawalpur,31,Bahawalpur,,1440
05/08/2020,Wheat,,6,Bahawalpur,8,Ahmadpur East,1400,1450
05/08/2020,Wheat,Sindh,,,217,Hyderabad,,
05/08/2020,Wheat,Sindh,41,Karachi,277,Karachi,1660,1660
05/08/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1380,
05/08/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,1360,
05/08/2020,,Punjab,115,Vehari,74,Burewala,1380,1415
05/08/2020,Wheat,Sindh,79,Naushro Feroze,399,Mehrabpur,1400,1420
05/08/2020,Wheat,,6,Bahawalpur,31,Bahawalpur,,1440
06/08/2020,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,1450,1450
06/08/2020,Wheat,Sindh,24,Ghotki,184,,1520,1525
06/08/2020,Wheat,,45,Khairpur,,Khairpur,1520,1525
06/08/2020,,Sindh,79,Naushro Feroze,399,Mehrabpur,,1525
06/08/2020,Wheat,,80,Nawabshah,440,,1520,1525
06/08/2020,Wheat,Sindh,,Umarkot,344,,1530,1535
06/08/2020,Wheat,Sindh,72,,,,1530,1535
06/08/2020,Wheat,Sindh,4,Badin,26,Badin,1530,1540
06/08/2020,Wheat,Sindh,32,Hyderabad,104,Chuhar Jamali,1530,1540
06/08/2020,Wheat,Sindh,110,Tharparkar,,Naukot,1530,1540
06/08/2020,Wheat,Sindh,96,Sanghar,540,Sanghar,1530,1540
06/08/2020,Wheat,Sindh,96,Sanghar,561,Shahdadpur,1530,1540
06/08/2020,Wheat,Sindh,,Sanghar,605,Tando Adam Khan,1530,1540
06/08/2020,Wheat,Sindh,4,Badin,,Tando Bagho,1530,1540
06/08/2020,Wheat,Punjab,115,Vehari,74,Burewala,1600,1610
06/08/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,,1620
06/08/2020,Wheat,Punjab,46,,401,Mian Channu,1600,1645
06/08/2020,Wheat,Sindh,32,Hyderabad,217,Hyderabad,1680,1680
06/08/2020,Wheat,Punjab,5,Bahawalnagar,,Fortabbas,1640,1680
06/08/2020,Wheat,Punjab,62,Lodhran,361,Lodhran,1675,1690
06/08/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,1690,1700
06/08/2020,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,1680,1700
06/08/2020,Wheat,Punjab,92,Rahim Yar Khan,,Sadiqabad,,1700
06/08/2020,Wheat,Sindh,41,,277,Karachi,1710,1710
06/08/2020,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,1680,1710
06/08/2020,Wheat,Punjab,6,Bahawalpur,31,,1700,1720
06/08/2020,Wheat,Punjab,,Bahawalpur,654,Yazman Mandi,1700,
06/08/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1700,1725
06/08/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1715,1735
06/08/2020,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,1730,1740
06/08/2020,Wheat,Punjab,5,Bahawalnagar,205,,1725,1750
06/08/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1700,1725
06/08/2020,Wheat,Sindh,4,Badin,,Tando Bagho,1530,1540
07/08/2020,Wheat,Sindh,24,,184,Ghotki,1600,1610
07/08/2020,Wheat,,45,Khairpur,292,Khairpur,1600,1610
07/08/2020,Wheat,Sindh,79,Naushro Feroze,399,Mehrabpur,1600,1610
07/08/2020,Wheat,Sindh,,Nawabshah,440,Nawab Shah,1600,1610
07/08/2020,Wheat,Sindh,,Sukkur,591,Sukkur,1600,1610
07/08/2020,Wheat,Sindh,,Hyderabad,104,Chuhar Jamali,,1615
07/08/2020,,Sindh,4,Badin,189,Golarchi Taluka,1600,1615
07/08/2020,Wheat,Sindh,113,Umarkot,344,Kunri,1600,1615
07/08/2020,Wheat,Sindh,110,Tharparkar,,Naukot,,1615
07/08/2020,,Sindh,,Badin,607,Tando Bagho,1600,1615
07/08/2020,Wheat,Sindh,96,Sanghar,540,Sanghar,1600,1620
07/08/2020,Wheat,Sindh,96,Sanghar,561,,,1620
07/08/2020,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,1600,1620
07/08/2020,Wheat,Sindh,32,Hyderabad,217,Hyderabad,,1740
07/08/2020,Wheat,Sindh,36,,338,Kotri,1740,1750
07/08/2020,Wheat,Sindh,,Karachi,277,Karachi,1760,1760
07/08/2020,Wheat,Punjab,115,Vehari,74,Burewala,1790,1800
07/08/2020,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,,1820
07/08/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1810,
07/08/2020,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,1800,1825
07/08/2020,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,,1835
07/08/2020,Wheat,Punjab,5,Bahawalnagar,165,Fortabbas,1820,1840
07/08/2020,Wheat,Punjab,6,Bahawalpur,31,,1825,
07/08/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1840,
07/08/2020,Wheat,Punjab,6,Bahawalpur,,Hasilpur,1825,1850
07/08/2020,Wheat,,46,Khanewal,401,Mian Channu,1800,1850
07/08/2020,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1840,1850
07/08/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,1850,
07/08/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1860,1875
07/08/2020,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,1850,1900
07/08/2020,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,1875,1925
07/08/2020,Wheat,Sindh,113,Umarkot,344,Kunri,1600,1615
07/08/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1840,
07/08/2020,Wheat,Sindh,,Hyderabad,104,Chuhar Jamali,,1615
07/08/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1860,1875
07/08/2020,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,1850,1900
07/08/2020,Wheat,Sindh,,Nawabshah,440,Nawab Shah,1600,1610
07/08/2020,,Sindh,4,Badin,189,Golarchi Taluka,1600,1615
09/08/2020,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,1980,2000
09/08/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,,2050
09/08/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2080,2100
09/08/2020,Wheat,Punjab,,,,Chishtian,2100,2150
09/08/2020,Wheat,Punjab,5,,157,Faqirwali,2150,
09/08/2020,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2150,2180
09/08/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2170,2185
10/08/2020,Wheat,,95,Sahiwal,91,Chichawatni,2210,
10/08/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2200,2225
10/08/2020,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2150,2228
10/08/2020,,Sindh,32,Hyderabad,217,Hyderabad,2220,2240
10/08/2020,,,5,Bahawalnagar,150,Dunga Bunga,2200,2250
10/08/2020,Wheat,Sindh,41,Karachi,277,Karachi,2220,2260
10/08/2020,Wheat,Punjab,92,Rahim Yar Khan,,Sadiqabad,2225,2270
10/08/2020,Wheat,,5,Bahawalnagar,157,Faqirwali,,2275
10/08/2020,Wheat,Punjab,92,Rahim Yar Khan,,Sadiqabad,2225,2270
10/08/2020,,,5,Bahawalnagar,150,Dunga Bunga,2200,2250
12/08/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1900,1925
12/08/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,,1940
12/08/2020,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,,1950
12/08/2020,Wheat,Punjab,5,,205,Haroonabad,1900,1950
12/08/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1900,1960
12/08/2020,Wheat,Sindh,,Hyderabad,217,Hyderabad,2000,2000
12/08/2020,Wheat,Sindh,41,Karachi,277,Karachi,2000,2000
12/08/2020,Wheat,,92,Rahim Yar Khan,508,Rahim Yar Khan,,2010
12/08/2020,Wheat,Punjab,33,Islamabad,220,Islamabad,2100,2100
12/08/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1900,1925
12/08/2020,Wheat,Sindh,41,Karachi,277,Karachi,2000,2000
03/09/2020,Wheat,,26,Gujrat,351,Lala Musa,1320,1400
03/09/2020,Wheat,Punjab,39,Jhelum,247,Jhelum,1374.8,1440
03/09/2020,Wheat,Sindh,32,Hyderabad,,Hyderabad,1480,
03/09/2020,Wheat,Punjab,33,Islamabad,220,,1475,1500
